,CUI,STR,NAME_SAB,DEF,DEF_SAB,TUI,STY
1611,C1970269,"Choreoathetosis, Hypothyroidism, and Neonatal Respiratory Distress",NCI,"Brain-lung-thyroid syndrome is a group of conditions that affect the brain, lungs, and thyroid gland (a butterfly-shaped gland in the lower neck). Brain-lung-thyroid syndrome historically included problems with all three organs, although the designation now encompasses a combination of brain, lung, and thyroid problems. About 50 percent of affected individuals have problems with all three organs, about 30 percent have brain and thyroid problems, and about 10 percent have brain and lung problems. The brain alone is affected in 10 to 20 percent of people with the condition. Such cases are sometimes called isolated benign hereditary chorea.~Nearly everyone with brain-lung-thyroid syndrome has brain-related movement abnormalities. Benign hereditary chorea is the most common feature of the syndrome. This feature is associated with involuntary jerking movements (chorea) of the face, torso, and limbs; writhing movements (athetosis) of the limbs; and other movement problems. Individuals with brain-lung-thyroid syndrome can have other abnormalities, such as difficulty coordinating movements (ataxia), muscle twitches (myoclonus), and involuntary muscle contractions that result in twisting and repetitive movements (dystonia). The movement problems typically begin around age 1, although they can begin in early infancy or later in life, and are often preceded by weak muscle tone (hypotonia). They can delay the development of walking. The movement problems usually remain stable and can improve over time. Some affected individuals also have learning difficulties or intellectual disability.~Thyroid problems are the next most common feature of brain-lung-thyroid syndrome. The thyroid gland makes hormones that help regulate a wide variety of critical body functions, including growth, brain development, and the rate of chemical reactions in the body (metabolism). Many affected individuals have reduced thyroid function from birth (congenital hypothyroidism), resulting in lower-than-normal levels of thyroid hormones. Others have a milder condition called compensated or subclinical hypothyroidism, in which thyroid hormone levels are within the normal range, even though the thyroid is not functioning properly. While most people with brain-lung-thyroid syndrome have a normal-sized thyroid, the gland is reduced in size (hypoplastic) or absent (aplastic) in some affected individuals. Although a shortage of thyroid hormones can cause intellectual disability and other neurological problems, it is unclear whether such issues in individuals with brain-lung-thyroid syndrome are due to hypothyroidism or to the brain abnormalities related to the condition.~Lung problems are common in brain-lung-thyroid syndrome. Some affected newborns have respiratory distress syndrome, which causes extreme difficulty breathing and can be life-threatening. Other affected individuals develop widespread lung damage (interstitial lung disease) or scarring in the lungs (pulmonary fibrosis), both of which can also lead to breathing problems. Recurrent lung infections, which can be life-threatening, also occur in people with brain-lung-thyroid syndrome. People with brain-lung-thyroid syndrome have a higher risk of developing lung cancer than do people in the general population.",MEDLINEPLUS,T047,Disease or Syndrome
1612,C1970416,Xfe Progeroid Syndrome,OMIM,"An autosomal recessive condition caused by mutation(s) in the ERCC4 gene, encoding DNA repair endonuclease XPF. it is characterized by characterized by cutaneous photosensitivity and progeroid features in multiple organ systems.",NCI,T047,Disease or Syndrome
1613,C1970440,"Coronary Artery Disease, Autosomal Dominant 2",OMIM,,,T047,Disease or Syndrome
1614,C1997092,Hypertensive left ventricular hypertrophy,SNOMEDCT_US,,,T047,Disease or Syndrome
1615,C1997115,Hyperosmolality due to uncontrolled type 1 diabetes mellitus,SNOMEDCT_US,,,T047,Disease or Syndrome
1616,C1997276,Exertional hypertension,SNOMEDCT_US,,,T047,Disease or Syndrome
1617,C1997435,Dietary education for type 2 diabetes mellitus,SNOMEDCT_US,,,T058,Health Care Activity
1618,C1997651,Erectile dysfunction due to type 2 diabetes mellitus,SNOMEDCT_US,,,T047,Disease or Syndrome
1619,C1998445,Dietary education for type 1 diabetes mellitus,SNOMEDCT_US,,,T058,Health Care Activity
1620,C1998980,Caregiver role strain,SNOMEDCT_US,"Difficulty in fulfilling care responsibilities, expectations and/or behaviors for family or significant others.",NANDA-I,T033,Finding
1621,C2001271,Tapentadol,SNOMEDCT_US,"An orally available, synthetic benzenoid that acts as an agonist for the mu-opioid receptor (MOR) and inhibits the reuptake of noradrenaline, with potential anti-nociceptive activity. Upon oral administration, tapentadol binds to the MOR which enhances MOR-mediated signaling, interferes with the sensation of pain and results in an analgesic effect. Tapentadol also inhibits the reuptake of noradrenaline, which increases the levels of noradrenaline (NA), activates the inhibitory alpha-2 receptors and results in an analgesic effect.",NCI,T109,Organic Chemical
1622,C2007586,cardiac catheterization hemodynamics assessment systemic hypertension,MEDCIN,,,T033,Finding
1623,C2011196,"gestational diabetes mellitus, antepartum condition or prior complicated delivery",MEDCIN,,,T047,Disease or Syndrome
1624,C2011197,gestational diabetes mellitus with baby delivered,MEDCIN,,,T047,Disease or Syndrome
1625,C2047555,hypertensive hemorrhage of left cerebellum,MEDCIN,,,T046,Pathologic Function
1626,C2047556,hypertensive hemorrhage of left frontal lobe,MEDCIN,,,T046,Pathologic Function
1627,C2047557,hypertensive hemorrhage of left parietal lobe,MEDCIN,,,T046,Pathologic Function
1628,C2047558,hypertensive hemorrhage of left temporal lobe,MEDCIN,,,T046,Pathologic Function
1629,C2047559,hypertensive hemorrhage of left thalamus,MEDCIN,,,T046,Pathologic Function
1630,C2047560,hypertensive hemorrhage of right cerebellum,MEDCIN,,,T046,Pathologic Function
1631,C2047561,hypertensive hemorrhage of right frontal lobe,MEDCIN,,,T046,Pathologic Function
1632,C2047562,hypertensive hemorrhage of right parietal lobe,MEDCIN,,,T046,Pathologic Function
1633,C2047563,hypertensive hemorrhage of right temporal lobe,MEDCIN,,,T046,Pathologic Function
1634,C2047564,hypertensive hemorrhage of right thalamus,MEDCIN,,,T046,Pathologic Function
1635,C2047565,hypertensive cerebellar hemorrhage,MEDCIN,,,T046,Pathologic Function
1636,C2047566,hypertensive hemorrhage of cerebral lobe,MEDCIN,,,T046,Pathologic Function
1637,C2047567,hypertensive intracerebral hemorrhage of left occipital lobe,MEDCIN,,,T046,Pathologic Function
1638,C2047568,hypertensive intracerebral hemorrhage of right occipital lobe,MEDCIN,,,T046,Pathologic Function
1639,C2047569,hypertensive pontine hemorrhage,MEDCIN,,,T046,Pathologic Function
1640,C2047570,hypertensive intracerebral hemorrhage of thalamus,MEDCIN,,,T046,Pathologic Function
1641,C2047571,hypertensive intracerebral hemorrhage of basal ganglia,MEDCIN,,,T046,Pathologic Function
1642,C2047572,hypertensive intracerebral hemorrhage of left basal ganglia,MEDCIN,,,T046,Pathologic Function
1643,C2047573,hypertensive intracerebral hemorrhage of right basal ganglia,MEDCIN,,,T046,Pathologic Function
1644,C2047711,non-islet cell associated hypoglycemia,MEDCIN,,,T047,Disease or Syndrome
1645,C2053829,hypertensive peripheral vascular disease,MEDCIN,,,T047,Disease or Syndrome
1646,C2054151,taking medication for high blood pressure (history),MTH,,,T033,Finding
1647,C2062378,diabetes mellitus under control,MEDCIN,,,T047,Disease or Syndrome
1648,C2103594,respiratory obstructive disorders,MEDCIN,,,T047,Disease or Syndrome
1649,C2104513,uncomplicated uncontrolled type 2 diabetes mellitus,MEDCIN,,,T047,Disease or Syndrome
1650,C2113857,pregnancy complicated by diabetes mellitus White's classification E,MEDCIN,,,T046,Pathologic Function
1651,C2113858,pregnancy complicated by diabetes mellitus White's classification G,MEDCIN,,,T046,Pathologic Function
1652,C2113859,pregnancy complicated by diabetes mellitus White's classification,MEDCIN,,,T046,Pathologic Function
1653,C2114782,Proliferative retinopathy of left eye due to diabetes mellitus,SNOMEDCT_US,,,T047,Disease or Syndrome
1654,C2114783,Proliferative retinopathy of right eye with diabetes mellitus,SNOMEDCT_US,,,T047,Disease or Syndrome
1655,C2119286,Type 1 diabetes mellitus with manifestations,MEDCIN,,,T047,Disease or Syndrome
1656,C2148517,dietary counseling pertaining to hypoglycemia,MEDCIN,,,T065,Educational Activity
1657,C2169401,reactive hypertension,MEDCIN,,,T047,Disease or Syndrome
1658,C2171205,Autonomic neuropathy due to type 2 diabetes mellitus,SNOMEDCT_US,,,T047,Disease or Syndrome
1659,C2183115,History of gestational diabetes mellitus,MTH,,,T033,Finding
1660,C2183126,diabetic retinopathy with macular edema of both eyes,MEDCIN,,,T047,Disease or Syndrome
1661,C2183127,diabetic retinopathy with macular edema of left eye,MEDCIN,,,T047,Disease or Syndrome
1662,C2183128,diabetic retinopathy with macular edema of right eye,MEDCIN,,,T047,Disease or Syndrome
1663,C2183129,diabetic retinal edema of both eyes,MEDCIN,,,T047,Disease or Syndrome
1664,C2183130,diabetic retinal edema of left eye,MEDCIN,,,T047,Disease or Syndrome
1665,C2183131,diabetic retinal edema of right eye,MEDCIN,,,T047,Disease or Syndrome
1666,C2183133,Microaneurysm of left retinal artery due to diabetes mellitus,SNOMEDCT_US,,,T047,Disease or Syndrome
1667,C2183134,Microaneurysm of right retinal artery due to diabetes mellitus,SNOMEDCT_US,,,T047,Disease or Syndrome
1668,C2186383,reported history of intermittent hypertension (history),MTH,,,T033,Finding
1669,C2188003,uncomplicated controlled type 2 diabetes mellitus,MEDCIN,,,T047,Disease or Syndrome
1670,C2188016,"type 1 diabetic hypoglycemia, uncontrolled",MEDCIN,,,T047,Disease or Syndrome
1671,C2216285,elevation of both systolic and diastolic blood pressures,MEDCIN,,,T033,Finding
1672,C2227902,American College of Physicians (ACP) staging of hypertension,MEDCIN,,,T033,Finding
1673,C2227903,American College of Physicians (ACP) staging prehypertension: 120-139/80-89,MEDCIN,,,T033,Finding
1674,C2227904,American College of Physicians (ACP) staging stage 1 hypertension: 140-159/90-99,MEDCIN,,,T033,Finding
1675,C2227905,American College of Physicians (ACP) staging stage 2 hypertension: greater than equal to 160/100,MEDCIN,,,T033,Finding
1676,C2231179,type I necrobiosis lipoidica diabeticorum,MEDCIN,,,T047,Disease or Syndrome
1677,C2231316,Mild nonproliferative retinopathy of right eye due to diabetes mellitus,SNOMEDCT_US,,,T047,Disease or Syndrome
1678,C2231317,Mild nonproliferative retinopathy of left eye due to diabetes mellitus,SNOMEDCT_US,,,T047,Disease or Syndrome
1679,C2231319,Moderate nonproliferative diabetic retinopathy of right eye,SNOMEDCT_US,,,T047,Disease or Syndrome
1680,C2231320,Moderate nonproliferative diabetic retinopathy of left eye,SNOMEDCT_US,,,T047,Disease or Syndrome
1681,C2231461,Severe nonproliferative retinopathy of right eye due to diabetes mellitus,SNOMEDCT_US,,,T047,Disease or Syndrome
1682,C2231462,Severe nonproliferative retinopathy of left eye due to diabetes mellitus,SNOMEDCT_US,,,T047,Disease or Syndrome
1683,C2241271,Terazosin hydrochloride anhydrous,SNOMEDCT_US,,,T109,Organic Chemical
1684,C2316286,Family history of diabetes mellitus type 1,SNOMEDCT_US,,,T033,Finding
1685,C2316287,Family history of diabetes mellitus type 2,SNOMEDCT_US,,,T033,Finding
1686,C2317125,Family history of impaired glucose tolerance,SNOMEDCT_US,,,T033,Finding
1687,C2347779,Clevidipine butyrate,SNOMEDCT_US,,,T109,Organic Chemical
1688,C2350360,"CTLA4 protein, human",MTH,"Cytotoxic T-lymphocyte protein 4 (223 aa, ~25 kDa) is encoded by the human CTLA4 gene. This protein is involved in the inhibition of T-cell mediated immune responses.",NCI,T116,"Amino Acid, Peptide, or Protein"
